Area,Quarter,Version,Variable,Value,Weight
Clutha District,2018-12,1.4,HAM_Buy_PC,0.322580645,0.001347211
Dunedin City,2018-12,1.4,HAM_Buy_PC,0.724597882,0.027693879
Far North District,2018-12,1.4,HAM_Buy_PC,0.569053708,0.008496121
Gisborne District,2018-12,1.4,HAM_Buy_PC,0.452148438,0.011125356
Gore District,2018-12,1.4,HAM_Buy_PC,0.405882353,0.001846983
Grey District,2018-12,1.4,HAM_Buy_PC,0.344262295,0.001988223
Hamilton City,2018-12,1.4,HAM_Buy_PC,0.755711423,0.05421438
Hastings District,2018-12,1.4,HAM_Buy_PC,0.659959759,0.016199126
Hauraki District,2018-12,1.4,HAM_Buy_PC,0.742857143,0.002661828
Horowhenua District,2018-12,1.4,HAM_Buy_PC,0.672597865,0.006105908
Hurunui District,2018-12,1.4,HAM_Buy_PC,0.632183908,0.000945221
Invercargill City,2018-12,1.4,HAM_Buy_PC,0.481737414,0.011005845
Kaikoura District,2018-12,1.4,HAM_Buy_PC,0.682926829,0.000445449
Kaipara District,2018-12,1.4,HAM_Buy_PC,0.75,0.002520588
Kapiti Coast District,2018-12,1.4,HAM_Buy_PC,0.804449649,0.009278373
Kawerau District,2018-12,1.4,HAM_Buy_PC,0.554621849,0.001292888
Lower Hutt City,2018-12,1.4,HAM_Buy_PC,0.71722028,0.024858217
Mackenzie District,2018-12,1.4,HAM_Buy_PC,0.595238095,0.000456313
Manawatu District,2018-12,1.4,HAM_Buy_PC,0.704109589,0.003965581
Marlborough District,2018-12,1.4,HAM_Buy_PC,0.68699187,0.008018079
Masterton District,2018-12,1.4,HAM_Buy_PC,0.667355372,0.005258469
Matamata-Piako District,2018-12,1.4,HAM_Buy_PC,0.751131222,0.004802156
Napier City,2018-12,1.4,HAM_Buy_PC,0.807933194,0.015612438
Nelson City,2018-12,1.4,HAM_Buy_PC,0.800741427,0.011722909
New Plymouth District,2018-12,1.4,HAM_Buy_PC,0.682711864,0.016025293
Opotiki District,2018-12,1.4,HAM_Buy_PC,0.481481481,0.001466722
Otorohanga District,2018-12,1.4,HAM_Buy_PC,0.569767442,0.000934356
Palmerston North City,2018-12,1.4,HAM_Buy_PC,0.675012037,0.022565785
Porirua City,2018-12,1.4,HAM_Buy_PC,0.737678855,0.013667673
Queenstown-Lakes District,2018-12,1.4,HAM_Buy_PC,0.832857143,0.007605224
Rangitikei District,2018-12,1.4,HAM_Buy_PC,0.441340782,0.001944764
Rotorua District,2018-12,1.4,HAM_Buy_PC,0.584224599,0.01625345
Ruapehu District,2018-12,1.4,HAM_Buy_PC,0.337209302,0.001868712
Selwyn District,2018-12,1.4,HAM_Buy_PC,0.644628099,0.003943852
South Taranaki District,2018-12,1.4,HAM_Buy_PC,0.413597734,0.003835206
South Waikato District,2018-12,1.4,HAM_Buy_PC,0.4296875,0.004172008
South Wairarapa District,2018-12,1.4,HAM_Buy_PC,0.786407767,0.001119054
Southland District,2018-12,1.4,HAM_Buy_PC,0.378378378,0.001607962
Stratford District,2018-12,1.4,HAM_Buy_PC,0.575221239,0.0012277
Tararua District,2018-12,1.4,HAM_Buy_PC,0.425925926,0.002346755
Tasman District,2018-12,1.4,HAM_Buy_PC,0.809358752,0.006268877
Taupo District,2018-12,1.4,HAM_Buy_PC,0.661490683,0.006996806
Tauranga City,2018-12,1.4,HAM_Buy_PC,0.843681519,0.029747289
Thames-Coromandel District,2018-12,1.4,HAM_Buy_PC,0.917737789,0.004226331
Timaru District,2018-12,1.4,HAM_Buy_PC,0.631284916,0.007779057
Upper Hutt City,2018-12,1.4,HAM_Buy_PC,0.740691489,0.008170183
Waikato District,2018-12,1.4,HAM_Buy_PC,0.730046948,0.009256644
Waimakariri District,2018-12,1.4,HAM_Buy_PC,0.676,0.005432303
Waimate District,2018-12,1.4,HAM_Buy_PC,0.528571429,0.000760522
Waipa District,2018-12,1.4,HAM_Buy_PC,0.754360465,0.007474848
Wairoa District,2018-12,1.4,HAM_Buy_PC,0.163043478,0.000999544
Waitaki District,2018-12,1.4,HAM_Buy_PC,0.569892473,0.003031225
Waitomo District,2018-12,1.4,HAM_Buy_PC,0.390909091,0.001195107
Wellington City,2018-12,1.4,HAM_Buy_PC,0.696745562,0.058755785
Western Bay of Plenty District,2018-12,1.4,HAM_Buy_PC,0.770562771,0.005019448
Westland District,2018-12,1.4,HAM_Buy_PC,0.37037037,0.000880033
Whakatane District,2018-12,1.4,HAM_Buy_PC,0.713472486,0.005725647
Whanganui District,2018-12,1.4,HAM_Buy_PC,0.564334086,0.00962604
Whangarei District,2018-12,1.4,HAM_Buy_PC,0.777308389,0.018002651
Auckland Total,2018-12,1.4,HAM_Buy_PC,0.855387552,0.36430108
National Total,2018-12,1.4,HAM_Buy_PC,0.748147585,1
Ashburton District,2003-03,1.4,HAM_Rent_Index,1022.93033,0.003382643
Auckland: Albany Ward,2003-03,1.4,HAM_Rent_Index,834.8308546,0.020194881
Auckland: Albert-Eden-Roskill Ward,2003-03,1.4,HAM_Rent_Index,905.7499486,0.048972585
Auckland: Franklin Ward,2003-03,1.4,HAM_Rent_Index,976.1307626,0.009239158
Auckland: Howick Ward,2003-03,1.4,HAM_Rent_Index,859.5427068,0.019614278
Auckland: Manukau Ward,2003-03,1.4,HAM_Rent_Index,1095.510723,0.039884889
Auckland: Manurewa-Papakura Ward,2003-03,1.4,HAM_Rent_Index,1039.601623,0.037108093
Auckland: Maungakiekie-Tamaki Ward,2003-03,1.4,HAM_Rent_Index,957.617192,0.027868935
Auckland: North Shore Ward,2003-03,1.4,HAM_Rent_Index,857.1831657,0.036502247
Auckland: Orakei Ward,2003-03,1.4,HAM_Rent_Index,715.8231761,0.022163881
Auckland: Rodney Ward,2003-03,1.4,HAM_Rent_Index,938.8538647,0.005528349
Auckland: Waitakere Ward,2003-03,1.4,HAM_Rent_Index,976.6633191,0.035315797
Auckland: Waitemata and Gulf Ward,2003-03,1.4,HAM_Rent_Index,698.8326256,0.022492048
Auckland: Whau Ward,2003-03,1.4,HAM_Rent_Index,1025.729436,0.019235624
Buller District,2003-03,1.4,HAM_Rent_Index,1121.707564,0.001312667
Carterton District,2003-03,1.4,HAM_Rent_Index,1166.575867,0.000757308
Central Hawke's Bay District,2003-03,1.4,HAM_Rent_Index,1064.992014,0.00224668
Central Otago District,2003-03,1.4,HAM_Rent_Index,878.2460356,0.002221437
Christchurch City,2003-03,1.4,HAM_Rent_Index,1039.883658,0.108143586
Clutha District,2003-03,1.4,HAM_Rent_Index,941.7669753,0.001211693
Dunedin City,2003-03,1.4,HAM_Rent_Index,1131.299979,0.032766194
Far North District,2003-03,1.4,HAM_Rent_Index,1134.170982,0.007497349
Gisborne District,2003-03,1.4,HAM_Rent_Index,1137.83067,0.012293634
Gore District,2003-03,1.4,HAM_Rent_Index,926.1666507,0.001868026
Grey District,2003-03,1.4,HAM_Rent_Index,1012.17612,0.002145706
Hamilton City,2003-03,1.4,HAM_Rent_Index,1066.225255,0.053996062
Hastings District,2003-03,1.4,HAM_Rent_Index,1142.929059,0.015878225
Hauraki District,2003-03,1.4,HAM_Rent_Index,1130.86436,0.002473873
Horowhenua District,2003-03,1.4,HAM_Rent_Index,1176.589394,0.005881759
Hurunui District,2003-03,1.4,HAM_Rent_Index,1093.664875,0.000807795
Invercargill City,2003-03,1.4,HAM_Rent_Index,1077.243481,0.011208159
Kaikoura District,2003-03,1.4,HAM_Rent_Index,1002.526135,0.000403898
Kaipara District,2003-03,1.4,HAM_Rent_Index,1093.664875,0.001716565
Kapiti Coast District,2003-03,1.4,HAM_Rent_Index,1082.750056,0.008431363
Kawerau District,2003-03,1.4,HAM_Rent_Index,1190.879531,0.001514616
Lower Hutt City,2003-03,1.4,HAM_Rent_Index,985.6862016,0.027187358
Mackenzie District,2003-03,1.4,HAM_Rent_Index,1020.753883,0.000252436
Manawatu District,2003-03,1.4,HAM_Rent_Index,1136.275195,0.003887515
Marlborough District,2003-03,1.4,HAM_Rent_Index,1049.047701,0.008456606
Masterton District,2003-03,1.4,HAM_Rent_Index,1134.935248,0.005351643
Matamata-Piako District,2003-03,1.4,HAM_Rent_Index,1016.099991,0.004745797
Napier City,2003-03,1.4,HAM_Rent_Index,1077.906016,0.017519059
Nelson City,2003-03,1.4,HAM_Rent_Index,1019.877199,0.012596557
New Plymouth District,2003-03,1.4,HAM_Rent_Index,1073.681862,0.017039431
Opotiki District,2003-03,1.4,HAM_Rent_Index,1195.740263,0.00126218
Otorohanga District,2003-03,1.4,HAM_Rent_Index,1177.792943,0.000656334
Palmerston North City,2003-03,1.4,HAM_Rent_Index,1089.982501,0.027490281
Porirua City,2003-03,1.4,HAM_Rent_Index,1106.662591,0.014868481
Queenstown-Lakes District,2003-03,1.4,HAM_Rent_Index,922.5472412,0.004947746
Rangitikei District,2003-03,1.4,HAM_Rent_Index,1138.610007,0.001842783
Rotorua District,2003-03,1.4,HAM_Rent_Index,1062.417308,0.019437573
Ruapehu District,2003-03,1.4,HAM_Rent_Index,1138.122797,0.002069975
Selwyn District,2003-03,1.4,HAM_Rent_Index,810.1221303,0.001135962
South Taranaki District,2003-03,1.4,HAM_Rent_Index,1027.17372,0.004013733
South Waikato District,2003-03,1.4,HAM_Rent_Index,1039.191145,0.004392387
South Wairarapa District,2003-03,1.4,HAM_Rent_Index,1104.711996,0.000833039
Southland District,2003-03,1.4,HAM_Rent_Index,868.7267095,0.001186449
Stratford District,2003-03,1.4,HAM_Rent_Index,1015.545955,0.001413642
Tararua District,2003-03,1.4,HAM_Rent_Index,1124.912442,0.002650578
Tasman District,2003-03,1.4,HAM_Rent_Index,1017.549005,0.004594335
Taupo District,2003-03,1.4,HAM_Rent_Index,1023.144407,0.007699298
Tauranga City,2003-03,1.4,HAM_Rent_Index,1033.111678,0.029787449
Thames-Coromandel District,2003-03,1.4,HAM_Rent_Index,1083.917416,0.004720553
Timaru District,2003-03,1.4,HAM_Rent_Index,1027.140248,0.006916747
Upper Hutt City,2003-03,1.4,HAM_Rent_Index,1051.381071,0.008052709
Waikato District,2003-03,1.4,HAM_Rent_Index,1095.957673,0.008027465
Waimakariri District,2003-03,1.4,HAM_Rent_Index,1014.091965,0.004972989
Waimate District,2003-03,1.4,HAM_Rent_Index,1233.87832,0.000328167
Waipa District,2003-03,1.4,HAM_Rent_Index,938.6242607,0.00658858
Wairoa District,2003-03,1.4,HAM_Rent_Index,1244.82181,0.001034988
Waitaki District,2003-03,1.4,HAM_Rent_Index,1010.811475,0.002221437
Waitomo District,2003-03,1.4,HAM_Rent_Index,1054.882432,0.001186449
Wellington City,2003-03,1.4,HAM_Rent_Index,799.485121,0.064598374
Western Bay of Plenty District,2003-03,1.4,HAM_Rent_Index,1074.0182,0.004215681
Westland District,2003-03,1.4,HAM_Rent_Index,1055.952293,0.000732064
Whakatane District,2003-03,1.4,HAM_Rent_Index,1048.095505,0.006462362
Whanganui District,2003-03,1.4,HAM_Rent_Index,1182.519956,0.011081941
Whangarei District,2003-03,1.4,HAM_Rent_Index,1096.520398,0.019336598
Auckland Total,2003-03,1.4,HAM_Rent_Index,925.1474674,0.344095522
National Total,2003-03,1.4,HAM_Rent_Index,1000,1
Ashburton District,2003-06,1.4,HAM_Rent_Index,1032.905715,0.003498457
Auckland: Albany Ward,2003-06,1.4,HAM_Rent_Index,845.6262719,0.02006754
Auckland: Albert-Eden-Roskill Ward,2003-06,1.4,HAM_Rent_Index,902.4647222,0.048638274
Auckland: Franklin Ward,2003-06,1.4,HAM_Rent_Index,939.9135793,0.009159156
Auckland: Howick Ward,2003-06,1.4,HAM_Rent_Index,859.9288857,0.019362989
Auckland: Manukau Ward,2003-06,1.4,HAM_Rent_Index,1097.720492,0.039309055
Auckland: Manurewa-Papakura Ward,2003-06,1.4,HAM_Rent_Index,1058.37008,0.037389762
Auckland: Maungakiekie-Tamaki Ward,2003-06,1.4,HAM_Rent_Index,956.1885157,0.027380287
Auckland: North Shore Ward,2003-06,1.4,HAM_Rent_Index,862.5257084,0.035980661
Auckland: Orakei Ward,2003-06,1.4,HAM_Rent_Index,716.0317117,0.021670999
Auckland: Rodney Ward,2003-06,1.4,HAM_Rent_Index,984.0020014,0.005976531
Auckland: Waitakere Ward,2003-06,1.4,HAM_Rent_Index,999.7490549,0.035081752
Auckland: Waitemata and Gulf Ward,2003-06,1.4,HAM_Rent_Index,696.2959691,0.022132601
Auckland: Whau Ward,2003-06,1.4,HAM_Rent_Index,1046.114228,0.018998567
Buller District,2003-06,1.4,HAM_Rent_Index,1172.294376,0.001239037
Carterton District,2003-06,1.4,HAM_Rent_Index,1128.944387,0.00075314
Central Hawke's Bay District,2003-06,1.4,HAM_Rent_Index,1041.585595,0.002210831
Central Otago District,2003-06,1.4,HAM_Rent_Index,913.3904446,0.002210831
Christchurch City,2003-06,1.4,HAM_Rent_Index,1036.367276,0.109594033
Clutha District,2003-06,1.4,HAM_Rent_Index,953.4514298,0.001263332
Dunedin City,2003-06,1.4,HAM_Rent_Index,1140.720906,0.034255728
Far North District,2003-06,1.4,HAM_Rent_Index,1154.615704,0.007701465
Gisborne District,2003-06,1.4,HAM_Rent_Index,1155.404022,0.012050242
Gore District,2003-06,1.4,HAM_Rent_Index,916.0611771,0.001894998
Grey District,2003-06,1.4,HAM_Rent_Index,1017.362675,0.002089356
Hamilton City,2003-06,1.4,HAM_Rent_Index,1065.855551,0.052549744
Hastings District,2003-06,1.4,HAM_Rent_Index,1167.895522,0.01610748
Hauraki District,2003-06,1.4,HAM_Rent_Index,1060.523515,0.002405189
Horowhenua District,2003-06,1.4,HAM_Rent_Index,1181.863655,0.006025121
Hurunui District,2003-06,1.4,HAM_Rent_Index,891.1343425,0.000874614
Invercargill City,2003-06,1.4,HAM_Rent_Index,1057.367195,0.011224217
Kaikoura District,2003-06,1.4,HAM_Rent_Index,1074.477772,0.000461602
Kaipara District,2003-06,1.4,HAM_Rent_Index,1154.424035,0.001749229
Kapiti Coast District,2003-06,1.4,HAM_Rent_Index,1095.724507,0.008600374
Kawerau District,2003-06,1.4,HAM_Rent_Index,1166.575867,0.001457691
Lower Hutt City,2003-06,1.4,HAM_Rent_Index,983.8435061,0.027258813
Mackenzie District,2003-06,1.4,HAM_Rent_Index,1166.575867,0.000242948
Manawatu District,2003-06,1.4,HAM_Rent_Index,1124.640133,0.003717111
Marlborough District,2003-06,1.4,HAM_Rent_Index,1058.250965,0.008503195
Masterton District,2003-06,1.4,HAM_Rent_Index,1135.604826,0.005490634
Matamata-Piako District,2003-06,1.4,HAM_Rent_Index,1028.896227,0.004786084
Napier City,2003-06,1.4,HAM_Rent_Index,1092.643713,0.017346517
Nelson City,2003-06,1.4,HAM_Rent_Index,1033.252911,0.012754792
New Plymouth District,2003-06,1.4,HAM_Rent_Index,1113.827108,0.016253249
Opotiki District,2003-06,1.4,HAM_Rent_Index,1149.750253,0.001263332
Otorohanga District,2003-06,1.4,HAM_Rent_Index,1224.90466,0.000607371
Palmerston North City,2003-06,1.4,HAM_Rent_Index,1092.699593,0.027526056
Porirua City,2003-06,1.4,HAM_Rent_Index,1116.374855,0.014819854
Queenstown-Lakes District,2003-06,1.4,HAM_Rent_Index,943.5540105,0.00536916
Rangitikei District,2003-06,1.4,HAM_Rent_Index,1069.361211,0.001822113
Rotorua District,2003-06,1.4,HAM_Rent_Index,1093.206316,0.0193144
Ruapehu District,2003-06,1.4,HAM_Rent_Index,1198.980752,0.002186536
Selwyn District,2003-06,1.4,HAM_Rent_Index,785.1952942,0.001263332
South Taranaki District,2003-06,1.4,HAM_Rent_Index,1002.526135,0.003887175
South Waikato District,2003-06,1.4,HAM_Rent_Index,1039.369455,0.00456743
South Wairarapa District,2003-06,1.4,HAM_Rent_Index,1174.677089,0.000874614
Southland District,2003-06,1.4,HAM_Rent_Index,810.1221303,0.001093268
Stratford District,2003-06,1.4,HAM_Rent_Index,1075.735943,0.001481985
Tararua District,2003-06,1.4,HAM_Rent_Index,1103.517712,0.002696727
Tasman District,2003-06,1.4,HAM_Rent_Index,1001.605542,0.004810379
Taupo District,2003-06,1.4,HAM_Rent_Index,1032.905715,0.007579991
Tauranga City,2003-06,1.4,HAM_Rent_Index,1059.87102,0.029615413
Thames-Coromandel District,2003-06,1.4,HAM_Rent_Index,1089.906576,0.004713199
Timaru District,2003-06,1.4,HAM_Rent_Index,1027.500097,0.006826851
Upper Hutt City,2003-06,1.4,HAM_Rent_Index,1039.697525,0.008041593
Waikato District,2003-06,1.4,HAM_Rent_Index,1112.630161,0.008406015
Waimakariri District,2003-06,1.4,HAM_Rent_Index,999.9221719,0.005101917
Waimate District,2003-06,1.4,HAM_Rent_Index,1336.701514,0.000291538
Waipa District,2003-06,1.4,HAM_Rent_Index,977.4880197,0.006632492
Wairoa District,2003-06,1.4,HAM_Rent_Index,1134.170982,0.001093268
Waitaki District,2003-06,1.4,HAM_Rent_Index,1081.376506,0.002162241
Waitomo District,2003-06,1.4,HAM_Rent_Index,1009.536807,0.001263332
Wellington City,2003-06,1.4,HAM_Rent_Index,799.7213044,0.0654746
Western Bay of Plenty District,2003-06,1.4,HAM_Rent_Index,1089.744929,0.004518841
Westland District,2003-06,1.4,HAM_Rent_Index,989.5063161,0.000680256
Whakatane District,2003-06,1.4,HAM_Rent_Index,1025.961812,0.006802556
Whanganui District,2003-06,1.4,HAM_Rent_Index,1187.690362,0.01073832
Whangarei District,2003-06,1.4,HAM_Rent_Index,1092.722872,0.018804208
Auckland Total,2003-06,1.4,HAM_Rent_Index,931.3375829,0.341172469
National Total,2003-06,1.4,HAM_Rent_Index,1005.637089,1
Ashburton District,2003-09,1.4,HAM_Rent_Index,1036.344913,0.003579146
Auckland: Albany Ward,2003-09,1.4,HAM_Rent_Index,848.7167122,0.020034216
Auckland: Albert-Eden-Roskill Ward,2003-09,1.4,HAM_Rent_Index,896.0973908,0.047766973
Auckland: Franklin Ward,2003-09,1.4,HAM_Rent_Index,938.458308,0.009094183
Auckland: Howick Ward,2003-09,1.4,HAM_Rent_Index,838.4764042,0.019809112
Auckland: Manukau Ward,2003-09,1.4,HAM_Rent_Index,1125.149167,0.039618224
Auckland: Manurewa-Papakura Ward,2003-09,1.4,HAM_Rent_Index,1065.21821,0.037502251
Auckland: Maungakiekie-Tamaki Ward,2003-09,1.4,HAM_Rent_Index,954.6016634,0.027440122
Auckland: North Shore Ward,2003-09,1.4,HAM_Rent_Index,857.8310425,0.035318747
Auckland: Orakei Ward,2003-09,1.4,HAM_Rent_Index,689.1165462,0.021339816
Auckland: Rodney Ward,2003-09,1.4,HAM_Rent_Index,998.0211782,0.005920223
Auckland: Waitakere Ward,2003-09,1.4,HAM_Rent_Index,998.9600909,0.035093643
Auckland: Waitemata and Gulf Ward,2003-09,1.4,HAM_Rent_Index,678.1740938,0.022555375
Auckland: Whau Ward,2003-09,1.4,HAM_Rent_Index,1038.896056,0.019178822
Buller District,2003-09,1.4,HAM_Rent_Index,1113.549691,0.00123807
Carterton District,2003-09,1.4,HAM_Rent_Index,1193.088954,0.000742842
Central Hawke's Bay District,2003-09,1.4,HAM_Rent_Index,1035.336082,0.002251035
Central Otago District,2003-09,1.4,HAM_Rent_Index,938.458308,0.002273546
Christchurch City,2003-09,1.4,HAM_Rent_Index,1026.949937,0.107014227
Clutha District,2003-09,1.4,HAM_Rent_Index,946.5637515,0.00128309
Dunedin City,2003-09,1.4,HAM_Rent_Index,1144.510698,0.034215739
Far North District,2003-09,1.4,HAM_Rent_Index,1134.170982,0.007901135
Gisborne District,2003-09,1.4,HAM_Rent_Index,1160.009774,0.011998019
Gore District,2003-09,1.4,HAM_Rent_Index,913.5835099,0.001868359
Grey District,2003-09,1.4,HAM_Rent_Index,1052.323592,0.002183504
Hamilton City,2003-09,1.4,HAM_Rent_Index,1055.491582,0.051593733
Hastings District,2003-09,1.4,HAM_Rent_Index,1159.718401,0.016274986
Hauraki District,2003-09,1.4,HAM_Rent_Index,1079.64353,0.002341077
Horowhenua District,2003-09,1.4,HAM_Rent_Index,1198.227149,0.005807672
Hurunui District,2003-09,1.4,HAM_Rent_Index,900.6651915,0.000765352
Invercargill City,2003-09,1.4,HAM_Rent_Index,1053.990516,0.010962543
Kaikoura District,2003-09,1.4,HAM_Rent_Index,951.0129348,0.000517738
Kaipara District,2003-09,1.4,HAM_Rent_Index,1111.892623,0.001800828
Kapiti Coast District,2003-09,1.4,HAM_Rent_Index,1094.573989,0.009026652
Kawerau District,2003-09,1.4,HAM_Rent_Index,1148.900475,0.001485683
Lower Hutt City,2003-09,1.4,HAM_Rent_Index,980.0566171,0.027665226
Mackenzie District,2003-09,1.4,HAM_Rent_Index,937.427036,0.000315145
Manawatu District,2003-09,1.4,HAM_Rent_Index,1074.969749,0.003511615
Marlborough District,2003-09,1.4,HAM_Rent_Index,1032.403574,0.008171259
Masterton District,2003-09,1.4,HAM_Rent_Index,1166.575867,0.005515037
Matamata-Piako District,2003-09,1.4,HAM_Rent_Index,1012.259399,0.004637133
Napier City,2003-09,1.4,HAM_Rent_Index,1100.191434,0.017603097
Nelson City,2003-09,1.4,HAM_Rent_Index,1008.732716,0.012560778
New Plymouth District,2003-09,1.4,HAM_Rent_Index,1088.164045,0.016410049
Opotiki District,2003-09,1.4,HAM_Rent_Index,1219.602042,0.00123807
Otorohanga District,2003-09,1.4,HAM_Rent_Index,1206.802621,0.0006528
Palmerston North City,2003-09,1.4,HAM_Rent_Index,1082.185273,0.026449667
Porirua City,2003-09,1.4,HAM_Rent_Index,1114.071129,0.014879344
Queenstown-Lakes District,2003-09,1.4,HAM_Rent_Index,919.7071146,0.005424995
Rangitikei District,2003-09,1.4,HAM_Rent_Index,1033.674818,0.001778318
Rotorua District,2003-09,1.4,HAM_Rent_Index,1076.425252,0.019516478
Ruapehu District,2003-09,1.4,HAM_Rent_Index,1137.731958,0.002048442
Selwyn District,2003-09,1.4,HAM_Rent_Index,848.4188124,0.00123807
South Taranaki District,2003-09,1.4,HAM_Rent_Index,1018.309939,0.004029354
South Waikato District,2003-09,1.4,HAM_Rent_Index,1077.243481,0.004997299
South Wairarapa District,2003-09,1.4,HAM_Rent_Index,1172.915953,0.001035476
Southland District,2003-09,1.4,HAM_Rent_Index,891.1343425,0.001215559
Stratford District,2003-09,1.4,HAM_Rent_Index,1077.81466,0.001553214
Tararua District,2003-09,1.4,HAM_Rent_Index,993.6542225,0.00254367
Tasman District,2003-09,1.4,HAM_Rent_Index,997.0154206,0.004839726
Taupo District,2003-09,1.4,HAM_Rent_Index,1004.64564,0.007743562
Tauranga City,2003-09,1.4,HAM_Rent_Index,1054.653458,0.030501531
Thames-Coromandel District,2003-09,1.4,HAM_Rent_Index,1085.341702,0.004929768
Timaru District,2003-09,1.4,HAM_Rent_Index,1032.497935,0.006708086
Upper Hutt City,2003-09,1.4,HAM_Rent_Index,1032.554507,0.007788583
Waikato District,2003-09,1.4,HAM_Rent_Index,1103.625393,0.00823879
Waimakariri District,2003-09,1.4,HAM_Rent_Index,1013.011122,0.00508734
Waimate District,2003-09,1.4,HAM_Rent_Index,1069.361211,0.000337655
Waipa District,2003-09,1.4,HAM_Rent_Index,973.8284698,0.006505493
Wairoa District,2003-09,1.4,HAM_Rent_Index,1183.084016,0.001193049
Waitaki District,2003-09,1.4,HAM_Rent_Index,1041.585595,0.002363587
Waitomo District,2003-09,1.4,HAM_Rent_Index,972.1465561,0.001215559
Wellington City,2003-09,1.4,HAM_Rent_Index,759.8144122,0.067350981
Western Bay of Plenty District,2003-09,1.4,HAM_Rent_Index,1109.669727,0.004614623
Westland District,2003-09,1.4,HAM_Rent_Index,1009.536807,0.000877904
Whakatane District,2003-09,1.4,HAM_Rent_Index,1051.054556,0.006933189
Whanganui District,2003-09,1.4,HAM_Rent_Index,1195.799905,0.011007563
Whangarei District,2003-09,1.4,HAM_Rent_Index,1074.296548,0.01906627
Auckland Total,2003-09,1.4,HAM_Rent_Index,930.516172,0.340626688
National Total,2003-09,1.4,HAM_Rent_Index,998.2096414,1
Ashburton District,2003-12,1.4,HAM_Rent_Index,1000.40663,0.003767468
Auckland: Albany Ward,2003-12,1.4,HAM_Rent_Index,837.2702989,0.020523941
Auckland: Albert-Eden-Roskill Ward,2003-12,1.4,HAM_Rent_Index,892.5829789,0.047772375
Auckland: Franklin Ward,2003-12,1.4,HAM_Rent_Index,923.8839607,0.009265344
Auckland: Howick Ward,2003-12,1.4,HAM_Rent_Index,825.9510804,0.01995444
Auckland: Manukau Ward,2003-12,1.4,HAM_Rent_Index,1130.591778,0.040653612
Auckland: Manurewa-Papakura Ward,2003-12,1.4,HAM_Rent_Index,1063.632887,0.038287992
Auckland: Maungakiekie-Tamaki Ward,2003-12,1.4,HAM_Rent_Index,953.4962613,0.027401761
Auckland: North Shore Ward,2003-12,1.4,HAM_Rent_Index,847.8442257,0.035374775
Auckland: Orakei Ward,2003-12,1.4,HAM_Rent_Index,680.7011887,0.021443904
Auckland: Rodney Ward,2003-12,1.4,HAM_Rent_Index,999.1506263,0.005914049
Auckland: Waitakere Ward,2003-12,1.4,HAM_Rent_Index,991.7319256,0.035878565
Auckland: Waitemata and Gulf Ward,2003-12,1.4,HAM_Rent_Index,663.8588342,0.022517195
Auckland: Whau Ward,2003-12,1.4,HAM_Rent_Index,1035.302248,0.01888115
Buller District,2003-12,1.4,HAM_Rent_Index,1131.377457,0.001270425
Carterton District,2003-12,1.4,HAM_Rent_Index,1184.803615,0.000700924
Central Hawke's Bay District,2003-12,1.4,HAM_Rent_Index,1064.500478,0.002190389
Central Otago District,2003-12,1.4,HAM_Rent_Index,963.4666761,0.002453235
Christchurch City,2003-12,1.4,HAM_Rent_Index,1028.603514,0.105795768
Clutha District,2003-12,1.4,HAM_Rent_Index,980.984252,0.001204714
Dunedin City,2003-12,1.4,HAM_Rent_Index,1126.327314,0.030314978
Far North District,2003-12,1.4,HAM_Rent_Index,1136.784278,0.008148245
Gisborne District,2003-12,1.4,HAM_Rent_Index,1157.690656,0.012222368
Gore District,2003-12,1.4,HAM_Rent_Index,977.8650643,0.00186183
Grey District,2003-12,1.4,HAM_Rent_Index,1022.257203,0.002124677
Hamilton City,2003-12,1.4,HAM_Rent_Index,1047.508427,0.049305647
Hastings District,2003-12,1.4,HAM_Rent_Index,1148.610905,0.016712665
Hauraki District,2003-12,1.4,HAM_Rent_Index,1093.664875,0.002540851
Horowhenua District,2003-12,1.4,HAM_Rent_Index,1213.369488,0.005870241
Hurunui District,2003-12,1.4,HAM_Rent_Index,997.7293592,0.000832348
Invercargill City,2003-12,1.4,HAM_Rent_Index,1053.321771,0.010886231
Kaikoura District,2003-12,1.4,HAM_Rent_Index,1009.536807,0.000569501
Kaipara District,2003-12,1.4,HAM_Rent_Index,1162.88417,0.001730407
Kapiti Coast District,2003-12,1.4,HAM_Rent_Index,1094.514654,0.009396767
Kawerau District,2003-12,1.4,HAM_Rent_Index,1187.407578,0.001533272
Lower Hutt City,2003-12,1.4,HAM_Rent_Index,997.1226523,0.027708415
Mackenzie District,2003-12,1.4,HAM_Rent_Index,1002.526135,0.000350462
Manawatu District,2003-12,1.4,HAM_Rent_Index,1095.8743,0.003614141
Marlborough District,2003-12,1.4,HAM_Rent_Index,1028.428725,0.008323477
Masterton District,2003-12,1.4,HAM_Rent_Index,1164.2239,0.005432164
Matamata-Piako District,2003-12,1.4,HAM_Rent_Index,1001.266153,0.004753143
Napier City,2003-12,1.4,HAM_Rent_Index,1116.255765,0.018026898
Nelson City,2003-12,1.4,HAM_Rent_Index,1037.011064,0.0129671
New Plymouth District,2003-12,1.4,HAM_Rent_Index,1096.550535,0.016603145
Opotiki District,2003-12,1.4,HAM_Rent_Index,1186.348339,0.001292329
Otorohanga District,2003-12,1.4,HAM_Rent_Index,1139.234245,0.000700924
